phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
5808370,http://geeflyco.com//images_eco/images_eco/login.php/,http://www.phishtank.com/phish_detail.php?phish_id=5808370,2018-10-08T07:29:18+00:00,yes,2018-10-08T07:30:07+00:00,yes,ABSA Bank
5808291,http://elhosna.net/.well-known/php/absajslogo.php,http://www.phishtank.com/phish_detail.php?phish_id=5808291,2018-10-08T05:00:07+00:00,yes,2018-10-08T05:00:37+00:00,yes,ABSA Bank
5807375,https://secure75.securewebsession.com/trr20181006201147255.domtemporario.com.br/cartoes/,http://www.phishtank.com/phish_detail.php?phish_id=5807375,2018-10-06T22:24:16+00:00,yes,2018-10-06T23:13:14+00:00,yes,Bank of America Corporation
5807374,https://secure75.securewebsession.com/trr20181006201147255.domtemporario.com.br/stats/01,http://www.phishtank.com/phish_detail.php?phish_id=5807374,2018-10-06T22:24:14+00:00,yes,2018-10-07T07:07:59+00:00,yes,Bank of America Corporation
5806172,http://djsft.com/wp-admin/css/colors/ectoplasm/_loge.php,http://www.phishtank.com/phish_detail.php?phish_id=5806172,2018-10-05T14:01:35+00:00,yes,2018-10-05T14:02:44+00:00,yes,ABSA Bank
5806126,http://digitalemprestimo.com,http://www.phishtank.com/phish_detail.php?phish_id=5806126,2018-10-05T12:58:38+00:00,yes,2018-10-07T00:42:33+00:00,yes,Safra Bank
5806120,http://geeflyco.com//images_eco/images_eco/login.php,http://www.phishtank.com/phish_detail.php?phish_id=5806120,2018-10-05T12:54:13+00:00,yes,2018-10-05T12:54:38+00:00,yes,ABSA Bank
5806116,http://www.inforserveis.es/libraries/joomla/application/module/index.php,http://www.phishtank.com/phish_detail.php?phish_id=5806116,2018-10-05T12:48:11+00:00,yes,2018-10-05T12:48:41+00:00,yes,ABSA Bank
5804713,http://www.houseien.org/wp-includes/SimplePie/Content/prices_example/generic.php?west=uekabk1h0ahs102,http://www.phishtank.com/phish_detail.php?phish_id=5804713,2018-10-04T08:54:26+00:00,yes,2018-10-04T08:56:19+00:00,yes,ABSA Bank
5803254,http://vmcp10.myhostcenter.com/~nabilosu/,http://www.phishtank.com/phish_detail.php?phish_id=5803254,2018-10-03T01:40:15+00:00,yes,2018-10-03T01:45:33+00:00,yes,Development Bank of Singapore
5803044,https://takseek.com/public_html/ASB,http://www.phishtank.com/phish_detail.php?phish_id=5803044,2018-10-02T20:09:52+00:00,yes,2018-10-02T20:11:12+00:00,yes,ASB Bank Limited
5802788,http://premierempresarial.com/atendimento-empresarial/5APGQA87J4.html?AUTENTICA=8743b52063cd84097a65d1633f5c74f58743b52063cd84097a65d1633f5c74f58743b52063cd84097a65d1633f5c74f58743b52063cd84097a65d1633f5c74f58743b52063cd84097a65d1633f5c74f5,http://www.phishtank.com/phish_detail.php?phish_id=5802788,2018-10-02T16:26:40+00:00,yes,2018-10-02T16:31:26+00:00,yes,Safra Bank
5802227,http://lian-eczemarelief.com/miill/display/prelogon/preauth/authetication/logon/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=5802227,2018-10-02T09:35:33+00:00,yes,2018-10-02T09:46:22+00:00,yes,Bank Millennium
5801071,http://investmentoutletrewardupgrade.co.za/IbAbsanoJS/php/changelink.php?r=,http://www.phishtank.com/phish_detail.php?phish_id=5801071,2018-10-01T11:18:36+00:00,yes,2018-10-01T11:19:24+00:00,yes,ABSA Bank
5800968,http://watedam.co/fk/ipk2.php,http://www.phishtank.com/phish_detail.php?phish_id=5800968,2018-10-01T08:47:36+00:00,yes,2018-10-04T01:47:04+00:00,yes,PKO Polish Bank
5800919,http://hisenseza.co.za/.well-known/pki-validation/_php,http://www.phishtank.com/phish_detail.php?phish_id=5800919,2018-10-01T07:40:07+00:00,yes,2018-10-05T01:40:45+00:00,yes,ABSA Bank
5800909,http://watedam.co/fk/f2.php?,http://www.phishtank.com/phish_detail.php?phish_id=5800909,2018-10-01T07:21:36+00:00,yes,2018-10-01T10:00:22+00:00,yes,PKO Polish Bank
5800847,http://ricecanteen.co.za/altcustomerCARD/altCustomerB/images/js.php,http://www.phishtank.com/phish_detail.php?phish_id=5800847,2018-10-01T05:31:00+00:00,yes,2018-10-04T15:14:43+00:00,yes,ABSA Bank
5800437,http://tinyurl.com/y88ndgqd,http://www.phishtank.com/phish_detail.php?phish_id=5800437,2018-09-30T19:28:31+00:00,yes,2018-10-03T17:40:07+00:00,yes,PNC Bank
5799531,http://scotia-bankalert.com/,http://www.phishtank.com/phish_detail.php?phish_id=5799531,2018-09-29T19:22:38+00:00,yes,2018-09-30T09:49:42+00:00,yes,Scotiabank
5798435,https://drive.google.com/file/d/1KEwqgHJ41mTslDymXqRPmIgrwlbEe_yq/view?usp=drive_open,http://www.phishtank.com/phish_detail.php?phish_id=5798435,2018-09-28T12:24:27+00:00,yes,2018-09-30T18:00:06+00:00,yes,Bank of America Corporation
5798434,https://drive.google.com/open?id=1KEwqgHJ41mTslDymXqRPmIgrwlbEe_yq,http://www.phishtank.com/phish_detail.php?phish_id=5798434,2018-09-28T12:24:26+00:00,yes,2018-10-02T01:49:05+00:00,yes,Bank of America Corporation
5797909,http://reidv.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=5797909,2018-09-28T01:08:35+00:00,yes,2018-09-28T20:45:50+00:00,yes,PNC Bank
5797691,http://allianzdelivery.info/index,http://www.phishtank.com/phish_detail.php?phish_id=5797691,2018-09-27T18:31:14+00:00,yes,2018-10-05T03:44:38+00:00,yes,Alliance Bank
5797324,http://toppaint.co.th/js/mage/adminhtml/product/authentications/res/ref/,http://www.phishtank.com/phish_detail.php?phish_id=5797324,2018-09-27T13:58:28+00:00,yes,2018-09-29T08:24:38+00:00,yes,NatWest Bank
5794049,http://www.nordprivateonline.com/ibank/login.php,http://www.phishtank.com/phish_detail.php?phish_id=5794049,2018-09-25T12:44:46+00:00,yes,2018-09-27T00:41:30+00:00,yes,Nordea Bank
5792308,https://payalenterprise.com/js/mage/adminhtml/product/authentications/SSL/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=5792308,2018-09-23T17:17:32+00:00,yes,2018-09-24T21:12:21+00:00,yes,NatWest Bank
5790609,http://web491760.cl523.4everdns.com/js/calendar/authentications/res/ref/,http://www.phishtank.com/phish_detail.php?phish_id=5790609,2018-09-21T12:59:04+00:00,yes,2018-09-22T09:23:23+00:00,yes,NatWest Bank
5790608,https://payalenterprise.com/js/mage/adminhtml/product/authentications/SSL/,http://www.phishtank.com/phish_detail.php?phish_id=5790608,2018-09-21T12:58:51+00:00,yes,2018-09-24T21:12:36+00:00,yes,NatWest Bank
5788686,https://www.getitunescodes.com/,http://www.phishtank.com/phish_detail.php?phish_id=5788686,2018-09-19T10:19:59+00:00,yes,2018-09-20T20:06:38+00:00,yes,ABN AMRO Bank
5788685,https://www.psnzone.com,http://www.phishtank.com/phish_detail.php?phish_id=5788685,2018-09-19T10:18:21+00:00,yes,2018-09-20T23:56:12+00:00,yes,ABN AMRO Bank
5788123,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fj.gs%2FBdsp&amp;data=02%7C01%7C%7Ca0d7ceadd488426e57b208d61d89c02f%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636728874794709396&amp;sdata=3kiB44HlsQYAFSNdUGBGQMrdiJp8FFU6xZj3%2FK8CXHw%3D&amp;reserved=0,http://www.phishtank.com/phish_detail.php?phish_id=5788123,2018-09-18T19:47:59+00:00,yes,2018-09-21T00:17:56+00:00,yes,Bank of America Corporation
5787397,http://ecoachievers.in/admin/ckfinder/absa.co.za.,http://www.phishtank.com/phish_detail.php?phish_id=5787397,2018-09-18T07:10:12+00:00,yes,2018-09-18T07:13:06+00:00,yes,ABSA Bank
5786410,http://geeflyco.com//cnindex.files/_vti_cnf/image.php,http://www.phishtank.com/phish_detail.php?phish_id=5786410,2018-09-17T13:22:46+00:00,yes,2018-09-17T13:23:34+00:00,yes,ABSA Bank
5786201,http://buffalocity.docview.co.za/login.aspx,http://www.phishtank.com/phish_detail.php?phish_id=5786201,2018-09-17T10:39:25+00:00,yes,2018-09-17T10:39:57+00:00,yes,ABSA Bank
5786200,http://buffalocity.docview.co.za,http://www.phishtank.com/phish_detail.php?phish_id=5786200,2018-09-17T10:39:24+00:00,yes,2018-09-17T21:47:06+00:00,yes,ABSA Bank
5786127,https://thetecsolutions.com/site-admin/img/blogImages/gqpmjvbrpmhbd/absaa/index.htm.,http://www.phishtank.com/phish_detail.php?phish_id=5786127,2018-09-17T08:28:48+00:00,yes,2018-09-17T08:31:42+00:00,yes,ABSA Bank
5786126,https://thetecsolutions.com/site-admin/img/blogImages/gqpmjvbrpmhbd/absaa/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=5786126,2018-09-17T08:27:06+00:00,yes,2018-09-17T08:31:09+00:00,yes,ABSA Bank
5786116,http://loanonlineapplication.co.za/absa-online-personal-loan/,http://www.phishtank.com/phish_detail.php?phish_id=5786116,2018-09-17T08:11:19+00:00,yes,2018-09-17T08:12:25+00:00,yes,ABSA Bank
5784926,http://tyr.hu/js/mage/adminhtml/product/authentications/res/ref/,http://www.phishtank.com/phish_detail.php?phish_id=5784926,2018-09-16T13:19:06+00:00,yes,2018-09-19T09:37:57+00:00,yes,NatWest Bank
5783651,http://mail.williamtweedy.com/dailytrendsin5min/msbpr/absa-online/login.jsp,http://www.phishtank.com/phish_detail.php?phish_id=5783651,2018-09-14T09:20:46+00:00,yes,2018-09-17T08:52:11+00:00,yes,ABSA Bank
5783445,http://www.themarketingsite.com/content/ABSA_Feat~1.jpg,http://www.phishtank.com/phish_detail.php?phish_id=5783445,2018-09-14T05:18:58+00:00,yes,2018-09-14T05:19:55+00:00,yes,ABSA Bank
5778048,http://trendmag.ro/js/tiny_mce/plugins/advhr/servic/updat/index.php,http://www.phishtank.com/phish_detail.php?phish_id=5778048,2018-09-09T17:28:15+00:00,yes,2018-09-14T22:15:04+00:00,yes,NatWest Bank
5774750,http://kirche-muenstereifel.de,http://www.phishtank.com/phish_detail.php?phish_id=5774750,2018-09-05T09:44:59+00:00,yes,2018-09-05T09:45:42+00:00,yes,ABSA Bank
5773498,https://universalmobile.in/js/aaoptional/authenticatio/,http://www.phishtank.com/phish_detail.php?phish_id=5773498,2018-09-04T10:10:13+00:00,yes,2018-09-04T21:07:40+00:00,yes,NatWest Bank
5772330,https://absanotices.co.za/Home/Auth?campaignId=8275&leadCode=14094,http://www.phishtank.com/phish_detail.php?phish_id=5772330,2018-09-03T10:31:09+00:00,yes,2018-09-03T10:31:36+00:00,yes,ABSA Bank
5772329,https://absanotices.co.za/hm/200825e,http://www.phishtank.com/phish_detail.php?phish_id=5772329,2018-09-03T10:31:07+00:00,yes,2018-09-05T22:58:28+00:00,yes,ABSA Bank
5772273,http://www.esmaltadosilva.com.br//old/images/login.php,http://www.phishtank.com/phish_detail.php?phish_id=5772273,2018-09-03T09:35:33+00:00,yes,2018-09-03T09:36:06+00:00,yes,ABSA Bank
5767870,https://truecaller.com/search/za/+27659741603 #SpamShame,http://www.phishtank.com/phish_detail.php?phish_id=5767870,2018-08-30T06:31:28+00:00,yes,2018-08-30T06:32:11+00:00,yes,ABSA Bank
5765502,https://enagickangenwellnesswater.com/.well-known/RBS/,http://www.phishtank.com/phish_detail.php?phish_id=5765502,2018-08-28T07:56:49+00:00,yes,2018-08-28T20:18:53+00:00,yes,Royal Bank of Scotland
5761695,https://www.videosmile.it/app/locale/na_west/discovers/,http://www.phishtank.com/phish_detail.php?phish_id=5761695,2018-08-24T11:35:18+00:00,yes,2018-08-27T16:12:23+00:00,yes,NatWest Bank
5759553,http://www.grandstoresksa.com/1.php,http://www.phishtank.com/phish_detail.php?phish_id=5759553,2018-08-22T16:39:43+00:00,yes,2018-08-24T05:08:50+00:00,yes,Royal Bank of Scotland
5758681,http://ogoslon.com.ua/FastNeTASB/rebound.html,http://www.phishtank.com/phish_detail.php?phish_id=5758681,2018-08-21T21:08:29+00:00,yes,2018-08-21T21:10:11+00:00,yes,ASB Bank Limited
5758048,http://online.dbssgltd.com,http://www.phishtank.com/phish_detail.php?phish_id=5758048,2018-08-21T09:54:45+00:00,yes,2018-08-21T10:11:17+00:00,yes,Development Bank of Singapore
5758049,http://dbssgltd.com/includes/menu/themes/default/dbsg/index.html,http://www.phishtank.com/phish_detail.php?phish_id=5758049,2018-08-21T09:54:45+00:00,yes,2018-08-21T10:04:09+00:00,yes,Development Bank of Singapore
5754444,http://zizaflintoffline.co.za/altCustomerB/_php/oform2.html,http://www.phishtank.com/phish_detail.php?phish_id=5754444,2018-08-17T13:43:52+00:00,yes,2018-08-17T13:47:53+00:00,yes,ABSA Bank
5754150,https://www.videosmile.it/var/package/errors/Secure/,http://www.phishtank.com/phish_detail.php?phish_id=5754150,2018-08-17T08:24:29+00:00,yes,2018-08-18T17:46:50+00:00,yes,NatWest Bank
5753889,http://around.cd.am/Default/wp-includes/bankofamerica/e06d07c6/signOnV2Screen.php,http://www.phishtank.com/phish_detail.php?phish_id=5753889,2018-08-17T04:24:11+00:00,yes,2018-08-17T21:08:15+00:00,yes,Bank of America Corporation
5750974,https://asbwverification.com.au/Auth/ASB/ASB,http://www.phishtank.com/phish_detail.php?phish_id=5750974,2018-08-15T01:40:32+00:00,yes,2018-08-15T01:42:16+00:00,yes,ASB Bank Limited
5748688,http://www.hc-editions.com/wp-content/uploads/2016/03/_loge.php,http://www.phishtank.com/phish_detail.php?phish_id=5748688,2018-08-13T05:46:21+00:00,yes,2018-08-13T05:47:17+00:00,yes,ABSA Bank
5746560,http://www.vacationrentalbyhomeowner.com/img/gwmpghndbfbnom/absaa/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=5746560,2018-08-10T16:39:36+00:00,yes,2018-08-10T16:40:22+00:00,yes,ABSA Bank
5745125,http://artlapkin.ru/0CETINFO/BE7647897XI/63466042350/EOY-CPSL,http://www.phishtank.com/phish_detail.php?phish_id=5745125,2018-08-09T11:57:32+00:00,yes,2018-08-12T12:25:41+00:00,yes,Citibank
5743004,http://neptanckellek.hu/LLC/QL45390626999GM/965777839/WT-FPD-Aug-03-2018,http://www.phishtank.com/phish_detail.php?phish_id=5743004,2018-08-07T21:26:02+00:00,yes,2018-08-09T21:50:02+00:00,yes,Bank of America Corporation
5742542,https://www.sernafinanceblog.xyz/user/login,http://www.phishtank.com/phish_detail.php?phish_id=5742542,2018-08-07T14:21:31+00:00,yes,2018-08-08T00:37:15+00:00,yes,Development Bank of Singapore
5740607,https://enagickangenwellnesswater.com/CreditCard/RBS/,http://www.phishtank.com/phish_detail.php?phish_id=5740607,2018-08-06T08:02:48+00:00,yes,2018-08-07T13:45:05+00:00,yes,Royal Bank of Scotland
5738758,http://www.allocacoc.co.in/upload_blogpic/nshnowmndjd/absaa/index2.php,http://www.phishtank.com/phish_detail.php?phish_id=5738758,2018-08-03T15:43:42+00:00,yes,2018-08-03T15:44:09+00:00,yes,ABSA Bank
5738738,https://www.parkerbusinesseducation.xyz/user/login,http://www.phishtank.com/phish_detail.php?phish_id=5738738,2018-08-03T14:58:39+00:00,yes,2018-08-05T09:50:05+00:00,yes,Development Bank of Singapore
5737310,http://www.komalsen.in/,http://www.phishtank.com/phish_detail.php?phish_id=5737310,2018-08-02T08:04:45+00:00,yes,2018-08-05T16:02:49+00:00,yes,Independent Bank Corp
5737309,http://komalsen.in,http://www.phishtank.com/phish_detail.php?phish_id=5737309,2018-08-02T08:04:42+00:00,yes,2018-08-05T16:56:51+00:00,yes,Independent Bank Corp
5733904,https://www.club21ids.is/,http://www.phishtank.com/phish_detail.php?phish_id=5733904,2018-07-30T07:34:03+00:00,yes,2018-08-06T02:15:56+00:00,yes,Nantucket Bank
5733880,http://albavira.ru/hdec/phpFiles/ofrom2.html,http://www.phishtank.com/phish_detail.php?phish_id=5733880,2018-07-30T07:21:05+00:00,yes,2018-07-30T07:24:16+00:00,yes,ABSA Bank
5732364,https://europeantransfer.com/layouts/online.asb.co.nz/auth/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=5732364,2018-07-27T20:35:22+00:00,yes,2018-07-31T01:59:43+00:00,yes,ASB Bank Limited
5729632,https://latesttop10products.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=5729632,2018-07-26T08:36:46+00:00,yes,2018-08-06T02:19:04+00:00,yes,Alliance Bank
5729631,https://webhostingcouponcodes365.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=5729631,2018-07-26T08:34:57+00:00,yes,2018-08-06T02:19:04+00:00,yes,Amarillio National Bank
5729565,http://elsotoproduction.com/hdec/htmlFiles/oform2.html,http://www.phishtank.com/phish_detail.php?phish_id=5729565,2018-07-26T06:30:20+00:00,yes,2018-07-26T06:34:24+00:00,yes,ABSA Bank
5729417,http://www.freethreatanalysis.com/csdcsvsdv/,http://www.phishtank.com/phish_detail.php?phish_id=5729417,2018-07-25T17:51:10+00:00,yes,2018-08-04T16:13:21+00:00,yes,Bank of America Corporation
5729416,http://www.freethreatanalysis.com/csdcsvsdv,http://www.phishtank.com/phish_detail.php?phish_id=5729416,2018-07-25T17:51:08+00:00,yes,2018-08-04T01:49:22+00:00,yes,Bank of America Corporation
5729249,http://teny.seonewlink.com/815460PZ562974ZJ0sW0hg38eZr34163sq,http://www.phishtank.com/phish_detail.php?phish_id=5729249,2018-07-25T13:28:18+00:00,yes,2018-08-01T20:57:38+00:00,yes,Fifth Third Bank
5729217,http://fertimex.co.id/wp-content/uploads/elementor/modules/redirect.html,http://www.phishtank.com/phish_detail.php?phish_id=5729217,2018-07-25T13:11:58+00:00,yes,2018-08-01T20:49:01+00:00,yes,American Express
5725626,http://www.topicmonster.com/survey/jn50kza/source=TAZA-tm27aa5/subid=13625j-za22m-mb&subid2=shane.wade%40bawsouthafrica.co.za,http://www.phishtank.com/phish_detail.php?phish_id=5725626,2018-07-18T12:09:00+00:00,yes,2018-07-18T12:12:18+00:00,yes,ABSA Bank
5724893,http://daniaviation.com/gmail.html,http://www.phishtank.com/phish_detail.php?phish_id=5724893,2018-07-17T12:34:18+00:00,yes,2018-07-18T12:06:22+00:00,yes,First Federal Bank of California
5724875,http://azenka.com.br/naza/wp-content/uploads/2018/01/scotiabank.com.htm,http://www.phishtank.com/phish_detail.php?phish_id=5724875,2018-07-17T12:23:44+00:00,yes,2018-07-17T17:25:10+00:00,yes,Scotiabank
5724398,http://hoteleslapaloma.com//burial/apex.html,http://www.phishtank.com/phish_detail.php?phish_id=5724398,2018-07-16T21:03:58+00:00,yes,2018-07-19T01:21:33+00:00,yes,ABSA Bank
5723239,http://quatruykich24h.com/Root/sso/index.php,http://www.phishtank.com/phish_detail.php?phish_id=5723239,2018-07-15T00:36:12+00:00,yes,2018-07-21T00:47:34+00:00,yes,ABN AMRO Bank
5723238,http://quatruykich24h.com/,http://www.phishtank.com/phish_detail.php?phish_id=5723238,2018-07-15T00:35:40+00:00,yes,2018-07-23T07:51:26+00:00,yes,ABN AMRO Bank
5723157,https://tutuappdownloadapk.com/,http://www.phishtank.com/phish_detail.php?phish_id=5723157,2018-07-14T21:32:37+00:00,yes,2018-07-21T00:47:34+00:00,yes,ABSA Bank
5722035,http://www.delmasmall.co.za/index.php,http://www.phishtank.com/phish_detail.php?phish_id=5722035,2018-07-13T08:18:41+00:00,yes,2018-07-13T08:21:09+00:00,yes,ABSA Bank
5718092,http://mester.info.hu/payee/secures/,http://www.phishtank.com/phish_detail.php?phish_id=5718092,2018-07-09T08:48:17+00:00,yes,2018-07-10T01:23:35+00:00,yes,NatWest Bank
5717961,https://dbs.voicestorm.com/Auth,http://www.phishtank.com/phish_detail.php?phish_id=5717961,2018-07-09T02:18:45+00:00,yes,2018-07-09T19:00:54+00:00,yes,Development Bank of Singapore
5717960,https://link.voicestorm.com/Link/475501/User/Register?email=abuse%40dbs.com&amp;verificationCode=2FJ0MB&amp;sender=34&amp;__c=475501_InvitationReminder_4061_DySi,http://www.phishtank.com/phish_detail.php?phish_id=5717960,2018-07-09T02:18:44+00:00,yes,2018-07-14T09:54:08+00:00,yes,Development Bank of Singapore
5717496,http://www.polediffusion.com/css/smoothness/images/todd/,http://www.phishtank.com/phish_detail.php?phish_id=5717496,2018-07-08T10:08:34+00:00,yes,2018-07-09T02:19:14+00:00,yes,NatWest Bank
5712875,https://shemaletubeweb.com/wp-includes/IXR/mobile/service/index.php,http://www.phishtank.com/phish_detail.php?phish_id=5712875,2018-07-03T04:09:38+00:00,yes,2018-07-03T04:55:38+00:00,yes,ABSA Bank
5709996,http://nadiacarmo.com/re-write/images/index.html,http://www.phishtank.com/phish_detail.php?phish_id=5709996,2018-06-29T12:16:09+00:00,yes,2018-06-30T23:52:20+00:00,yes,Branch Banking and Trust Company
5705886,http://rv-plitka.ru/system/policy.html,http://www.phishtank.com/phish_detail.php?phish_id=5705886,2018-06-25T19:25:18+00:00,yes,2018-06-29T14:56:24+00:00,yes,Bank of America Corporation
