Protocol,Domain,Path,Depth_url,Having_IP,URL_Length,Having_@_symbol,Redirection_//_symbol,Prefix_suffix_separation,Sub_domains,tiny_url,http_tokens,httpDomain,Port,label
http,neptanckellek.hu,/LLC/QL45390626999GM/965777839/WT-FPD-Aug-03-2018,4,0,2,0,0,0,0,0,0.0,1,0,1
https,www.sernafinanceblog.xyz,/user/login,2,0,0,0,0,0,0,0,0.0,0,0,1
https,enagickangenwellnesswater.com,/CreditCard/RBS/,2,0,0,0,0,0,0,0,0.0,0,0,1
http,www.allocacoc.co.in,/upload_blogpic/nshnowmndjd/absaa/index2.php,4,0,2,0,0,0,1,0,0.0,1,0,1
https,www.parkerbusinesseducation.xyz,/user/login,2,0,0,0,0,0,0,0,0.0,0,0,1
http,www.komalsen.in,/,0,0,0,0,0,0,0,0,0.0,1,0,1
http,komalsen.in,,0,0,0,0,0,0,0,0,0.0,1,0,1
https,www.club21ids.is,/,0,0,0,0,0,0,0,0,0.0,0,0,1
http,albavira.ru,/hdec/phpFiles/ofrom2.html,3,0,0,0,0,0,0,0,0.0,1,0,1
https,europeantransfer.com,/layouts/online.asb.co.nz/auth/index.htm,4,0,2,0,0,0,1,0,0.0,0,0,1
https,latesttop10products.blogspot.com,/,0,0,0,0,0,0,0,1,0.0,0,0,1
https,webhostingcouponcodes365.blogspot.com,/,0,0,0,0,0,0,0,1,0.0,0,0,1
http,elsotoproduction.com,/hdec/htmlFiles/oform2.html,3,0,2,0,0,0,0,0,0.0,1,0,1
http,www.freethreatanalysis.com,/csdcsvsdv/,1,0,0,0,0,0,0,0,0.0,1,0,1
http,www.freethreatanalysis.com,/csdcsvsdv,1,0,0,0,0,0,0,0,0.0,1,0,1
http,teny.seonewlink.com,/815460PZ562974ZJ0sW0hg38eZr34163sq,1,0,2,0,0,0,0,0,0.0,1,0,1
http,fertimex.co.id,/wp-content/uploads/elementor/modules/redirect.html,5,0,2,0,0,0,2,1,0.0,1,0,1
http,www.topicmonster.com,/survey/jn50kza/source=TAZA-tm27aa5/subid=13625j-za22m-mb&subid2=shane.wade%40bawsouthafrica.co.za,4,0,1,0,0,0,1,0,0.0,1,0,1
http,daniaviation.com,/gmail.html,1,0,0,0,0,0,0,0,0.0,1,0,1
http,azenka.com.br,/naza/wp-content/uploads/2018/01/scotiabank.com.htm,6,0,2,0,0,0,1,0,0.0,1,0,1
http,hoteleslapaloma.com,//burial/apex.html,2,0,0,0,1,0,0,0,0.0,1,0,1
http,quatruykich24h.com,/Root/sso/index.php,3,0,0,0,0,0,0,0,0.0,1,0,1
http,quatruykich24h.com,/,0,0,0,0,0,0,0,0,0.0,1,0,1
https,tutuappdownloadapk.com,/,0,0,0,0,0,0,0,0,0.0,0,0,1
http,www.delmasmall.co.za,/index.php,1,0,0,0,0,0,1,0,0.0,1,0,1
http,mester.info.hu,/payee/secures/,2,0,0,0,0,0,0,0,0.0,1,0,1
https,dbs.voicestorm.com,/Auth,1,0,0,0,0,0,0,0,0.0,0,0,1
https,link.voicestorm.com,/Link/475501/User/Register,4,0,1,0,0,0,2,0,0.0,0,0,1
http,www.polediffusion.com,/css/smoothness/images/todd/,4,0,2,0,0,0,0,0,0.0,1,0,1
https,shemaletubeweb.com,/wp-includes/IXR/mobile/service/index.php,5,0,2,0,0,0,0,0,0.0,0,0,1
http,nadiacarmo.com,/re-write/images/index.html,3,0,0,0,0,0,0,0,0.0,1,0,1
http,rv-plitka.ru,/system/policy.html,2,0,0,0,0,1,0,0,0.0,1,0,1
https,storage.googleapis.com,/21-bofa/signin.html,2,0,0,0,0,0,2,0,0.0,0,0,1
http,www.totorretravell.com,,0,0,0,0,0,0,0,0,0.0,1,0,1
http,nabappmobile.com,/,0,0,0,0,0,0,0,0,0.0,1,0,1
http,nabmobileservices.com,/,0,0,0,0,0,0,0,0,0.0,1,0,1
http,www.nabmobileservices.com,/,0,0,0,0,0,0,0,0,0.0,1,0,1
http,iamintellectuallypromiscuous.com,/subtotest/test/asbpage/index.html,4,0,2,0,0,0,0,0,0.0,1,0,1
http,the-wickwire.ca,/img/newupgrade/,2,0,0,0,0,1,0,0,0.0,1,0,1
https,tempodancewear.com.au,/modules/mod_login/mod_error/Secure/,4,0,2,0,0,0,0,0,0.0,0,0,1
http,welcomehomedogrescue.com,/w/,1,0,0,0,0,0,0,0,0.0,1,0,1
http,www.laurellakehouse.com,/wp-content/plugins/sad/91a1552e72730701911985a3de8b4895,4,0,1,0,0,0,0,0,0.0,1,0,1
http,ifeed.co.kr,/asbs.php,1,0,0,0,0,0,2,0,0.0,1,0,1
http,www.catwalkcorner.co.uk,/js/calendar/error/site/Secure/,5,0,2,0,0,0,2,0,0.0,1,0,1
http,hausbau.rs,/modules/mod_error/Secure/,3,0,0,0,0,0,0,0,0.0,1,0,1
http,melpollockcustomhomes.com,/preauth/auth/index.htm,3,0,2,0,0,0,0,0,0.0,1,0,1
http,ifeed.co.kr,/asb.php,1,0,0,0,0,0,2,0,0.0,1,0,1
https,fls.doubleclick.net,/activityi,1,0,2,0,0,0,0,0,0.0,0,0,1
https,1359940.fls.doubleclick.net,/activityi,1,0,1,0,0,0,2,0,0.0,0,0,1
https,www.adventurediscoverytravel.com,/,0,0,0,0,0,0,0,0,0.0,0,0,1
http,veterinar.kharkov.ua,/mbc.rses/sc.php,2,0,0,0,0,0,1,0,0.0,1,0,1
https,wgl-fileserver-documentall.s3.amazonaws.com,/templates/3dbd2e73-dae9-4011-81d4-89bccbeba6e8-1499461409572.png,2,0,1,0,0,1,1,0,0.0,0,0,1
https,www.google.com,/url,1,0,1,0,0,0,1,0,1.0,0,0,1
http,www.comicbookhelp.com,/wp-content/plugins/components/servlet/authgmx/,5,0,2,0,0,0,0,0,0.0,1,0,1
http,avers-gydrostroi.ru,/cpen.scbs/sc1.php,2,0,0,0,0,1,2,0,0.0,1,0,1
http,gg.gg,/9rxly,1,0,0,0,0,0,0,0,0.0,1,0,1
https,kelanajayarotaryclub.com,/,0,0,0,0,0,0,0,0,0.0,0,0,1
http,kelanajayarotaryclub.org,/2015absapage/loginContinue2.php,2,0,2,0,0,0,0,0,0.0,1,0,1
http,www.101-prototype.com,/medical-equipment-prototype/,1,0,2,0,0,1,0,0,0.0,1,0,1
http,redcapbb.org,/express2018/php/loginContinue2.php,3,0,2,0,0,0,0,0,0.0,1,0,1
https,sea-business-19.hostwindsdns.com,/~hlznudiq,1,0,0,0,0,1,0,0,0.0,0,0,1
http,www.aprireuncallcenter.com,,0,0,0,0,0,0,0,0,0.0,1,0,1
http,gajsiddhiglobal.com,/mgs/,1,0,0,0,0,0,0,0,0.0,1,0,1
https,www.kisa.link,/url_redirector.php,1,0,0,0,0,0,2,0,0.0,0,0,1
https,www.kisa.link,/error.html,1,0,1,0,0,0,2,0,0.0,0,0,1
https,heg.tc,/7fR,1,0,0,0,0,0,0,0,0.0,0,0,1
https,yahoo.klantenservicetelefoonnummernederland.com,,0,0,2,0,0,0,0,0,0.0,0,0,1
http,iit-xdl.s3-website-ap-southeast-2.amazonaws.com,/nab/nabtrade/ntapp/pages/login/,5,0,1,0,0,1,2,0,0.0,1,0,1
http,www.betwin188.online,/,0,0,0,0,0,0,0,0,0.0,1,0,1
http,www.kostow.pl,//wp-admin/img/2/index.htm,4,0,0,0,1,0,2,0,0.0,1,0,1
https,myvisioninteriordesign.com,/,0,0,0,0,0,0,0,0,0.0,0,0,1
https,chromebrowser00.livejournal.com,/profile,1,0,0,0,0,0,0,0,0.0,0,0,1
http,www.vatti-chinabest.com,/hood/slim-hood/,2,0,0,0,0,1,0,1,0.0,1,0,1
http,solutionshub.sitey.me,/,0,0,0,0,0,0,0,0,0.0,1,0,1
https,digerati.org,/redirect.php,1,0,1,0,0,0,1,0,1.0,0,0,1
http,www.riotravel.ru,,0,0,0,0,0,0,0,0,0.0,1,0,1
http,noeltechnologies.com,/images/parallax/nn/,3,0,0,0,0,0,0,0,0.0,1,0,1
http,straplesssuspenders.com,/wp-content/themes/default/rss.php,4,0,2,0,0,0,0,0,0.0,1,0,1
http,fonteschiropracticwellness.com,/,0,0,0,0,0,0,0,0,0.0,1,0,1
http,www.lider-revda.ru,/peace/,1,0,0,0,0,1,0,0,0.0,1,0,1
http,dachdeckermeister-steffenoehler.de,/libraries/joomla/http/transport/http/,5,0,1,0,0,1,0,0,1.0,1,0,1
http,www.nopyui.men,/usbnkpoiiuwycbnkjshtyuiropwsdj/sdfghjkpoiuytrertywcvbnm/usbnwertuixcvbnfghaldketeyu/usbnkwryeurtagsgdjpje/,4,0,1,0,0,0,0,0,0.0,1,0,1
http,www.maruei.com.br,/stur.php,1,0,0,0,0,0,1,0,0.0,1,0,1
http,wapol-laser.pl,/bhac.php,1,0,0,0,0,1,0,0,0.0,1,0,1
http,fremontriverrock.jaredspaulding.com,/wp-content/file/,2,0,2,0,0,0,0,0,0.0,1,0,1
http,universitylanguageschool.com,/wp-admin/images/index.php,3,0,2,0,0,0,0,0,0.0,1,0,1
https,sociedadcolombianadefisica.org.co,/siga/stil/image/processing.php,4,0,2,0,0,0,2,0,0.0,0,0,1
http,www.boucherierenerichard.com,/te,1,0,0,0,0,0,0,0,0.0,1,0,1
http,www.boucherierenerichard.com,/te/,1,0,0,0,0,0,0,0,0.0,1,0,1
https,elsembrador.com.mx,/wp-includes/js/js.htm,3,0,0,0,0,0,2,0,0.0,0,0,1
http,www.tammysquilting.com.au,/tam.htm,1,0,0,0,0,0,1,0,0.0,1,0,1
http,jadilop.org,/wp-admin/maint/Online.html,3,0,0,0,0,0,0,0,0.0,1,0,1
http,www.niloimpex.com,/SgGrvUWxML/index.php,2,0,0,0,0,0,2,1,0.0,1,0,1
http,doubleedgemusic.com,/wp-includes/ID3/loag-/,3,0,0,0,0,0,0,0,0.0,1,0,1
http,tmsvent.ru,/layouts/joomla/edit/js/1/,5,0,0,0,0,0,0,0,0.0,1,0,1
http,www.unionnet-customer.com,/wp/cand/nde.fnes/acbs/rnuc.php,5,0,2,0,0,1,1,0,0.0,1,0,1
http,nenthom.org,/library/php/includes/languages/english/images/pcfn/1/,8,0,2,0,0,0,0,0,0.0,1,0,1
http,hormontant.se,/wp-includes/css/picuter/www.pnc/page/verification/online/1/index.html,9,0,1,0,0,0,2,0,0.0,1,0,1
http,hubenbartl.at,/www.google.com/,1,0,0,0,0,0,2,0,0.0,1,0,1
http,news.violetpalm.com,/re,1,0,0,0,0,0,0,0,0.0,1,0,1
http,guiguipartenlive.free.fr,/templates/rhuk_milkyway/html/p/,4,0,2,0,0,0,0,0,0.0,1,0,1
http,www.hrt.is,/xxx.php,1,0,0,0,0,0,2,0,0.0,1,0,1
ftp,188.128.111.33,/IPTV/TV1324/view.html,3,1,0,0,0,0,1,0,1.0,1,0,1
http,www.lakesidefestival.nl,/images/fotos/2013-01/thumbs/homer/login.html,6,0,2,0,0,0,2,0,0.0,1,0,1
http,araratinitibari.com,/ban.htm,1,0,0,0,0,0,0,0,0.0,1,0,1
http,elimiscar.com,/profiles/minimal/translations/login.html,4,0,2,0,0,0,0,0,0.0,1,0,1
http,gsm-klinika.si,/media/editorss/,2,0,0,0,0,1,0,0,0.0,1,0,1
http,dichvuvnpt.com,/home/components/com_user/bbtonline.html,4,0,2,0,0,0,0,1,0.0,1,0,1
http,qeautybox.com,/fataidata/Home%20-%20First%20National%20Bank%20-%20FNB.htm,2,0,1,0,0,0,0,1,0.0,1,0,1
http,hauslavendel.at,/online./asb.co.nz/index.htm,3,0,0,0,0,0,1,0,0.0,1,0,1
http,www.hauslavendel.at,/online./asb.co.nz/index.htm,3,0,2,0,0,0,1,0,0.0,1,0,1
http,torahacademymil.org,/TAM-spice/thumbs/LoginNAB.html,3,0,2,0,0,0,0,0,0.0,1,0,1
http,www.familylifebc.com,/ruam.php,1,0,0,0,0,0,2,0,0.0,1,0,1
http,www.alexholiday.com,/hotel/blommu.htm,2,0,0,0,0,0,2,0,0.0,1,0,1
http,www.mautam.org,/blog/wp-content/gallery/stpadre/fin.php,5,0,2,0,0,0,2,0,0.0,1,0,1
http,www.segurosandina.com,/wp-content/upgrade/10g1ns/,3,0,2,0,0,0,0,0,0.0,1,0,1
http,www.portugalkaraoke.com,/atye.php,1,0,0,0,0,0,2,0,0.0,1,0,1
http,drinkanddialtoronto.com,/wp-admin/images/,2,0,0,0,0,0,0,0,0.0,1,0,1
http,abcbirding.com,/wp-includes/sess/8181026549/verify3.html,4,0,2,0,0,0,0,0,0.0,1,0,1
http,countryfriedmix.net,/modules/mod_footer/index.php,3,0,2,0,0,0,0,0,0.0,1,0,1
http,www.pantaleon.hu,/gallery/10/photos/pantelimon/,4,0,0,0,0,0,0,0,0.0,1,0,1
http,www.ateliergarylee.com,/images/on.php,2,0,0,0,0,0,2,0,0.0,1,0,1
http,micro-sales.co.uk,/cf.htm,1,0,0,0,0,1,2,0,0.0,1,0,1
http,www.semazen.net,/live/index.php,2,0,0,0,0,0,2,0,0.0,1,0,1
http,www.semazen.net,/images/zd/index.php,3,0,0,0,0,0,2,0,0.0,1,0,1
http,www.semazen.net,/images/intro/index.php,3,0,0,0,0,0,2,0,0.0,1,0,1
http,amerixcanxxpress.myvnc.com,/AMZ/login/home/,3,0,0,0,0,0,0,0,0.0,1,0,1
https,www.airtickets.fr,/,0,0,0,0,0,0,0,0,0.0,0,0,1
https,yelizgullu.com,/redd/intel.htm,2,0,0,0,0,0,0,0,0.0,0,0,1
http,fertimex.co.id,/wp-content/uploads/elementor/modules/redirect.html,5,0,2,0,0,0,2,1,0.0,1,0,1
http,www.mindnewconsulting.com,/assets/cretos,2,0,0,0,0,0,0,0,0.0,1,0,1
http,www.mindnewconsulting.com,/assets/cretos/content/,3,0,2,0,0,0,0,0,0.0,1,0,1
http,mindnewconsulting.com,/assets/cretos,2,0,0,0,0,0,0,0,0.0,1,0,1
http,www.bellaveiskincaretrial.com,/,0,0,0,0,0,0,0,0,0.0,1,0,1
http,oimatsu.xsrv.jp,/index.js,1,0,0,0,0,0,2,0,0.0,1,0,1
http,atomictimemachine.com,/secured/American/Express,3,0,0,0,0,0,0,0,0.0,1,0,1
http,kondas.net,/,0,0,0,0,0,0,0,0,0.0,1,0,1
http,www.labotp.pf,/wp-includes/SimplePie/XML/Declaration/bre.htm,5,0,2,0,0,0,2,0,0.0,1,0,1
http,www.basilthai.co.nz,/plugins/s.html,2,0,0,0,0,0,1,0,0.0,1,0,1
http,ftp.lesterandco.com,/palermo/sections.js,2,0,0,0,0,0,2,0,0.0,1,0,1
http,www.melhordecampos.com.br,/libraries/joomla/database/database/mysql/tyuio/,6,0,1,0,0,0,2,0,0.0,1,0,1
http,survey.brainint.com.br,/index.php/765573,2,0,0,0,0,0,1,1,0.0,1,0,1
http,tiny.cc,/bexjly,1,0,0,0,0,0,0,1,0.0,1,0,1
http,bancodobrasil.acessocartao.com.br,,0,0,0,0,0,0,2,0,0.0,1,0,1
http,www.dreff.org,/dreff2011/bb.com/index-min.php,3,0,0,0,0,0,1,0,0.0,1,0,1
http,www.composed-chaos.com,/store/skin/adminhtml/default/default/filesystem/images/BB/logon.php,9,0,1,0,0,1,1,0,0.0,1,0,1
http,www.chorsmusic.com,/plugins/go.php,2,0,0,0,0,0,2,0,0.0,1,0,1
http,23.4.43.27,/mobile.php,1,1,0,0,0,0,1,0,0.0,1,0,1
https,5725cfd4-a-62cb3a1a-s-sites.googlegroups.com,/site/admkamilaxml/Impimir_Boleto.zip,3,0,1,0,0,1,2,0,0.0,0,0,1
http,bbatualizacaodados.com,/,0,0,0,0,0,0,0,0,0.0,1,0,1
http,processoiniciado20390.net,/mobileajahahahsss998458ahahahah284857s7sa.html,1,0,1,0,0,0,0,0,0.0,1,0,1
http,surfistaaprendiz.life,,0,0,0,0,0,0,0,0,0.0,1,0,1
http,1ink.cc,/d.php,1,0,0,0,0,0,0,0,0.0,1,0,1
http,paravoce-acesseportaldobrasil.com,,0,0,0,0,0,1,0,0,0.0,1,0,1
http,e.dtscout.com,/e/,1,0,0,0,0,0,0,1,0.0,1,0,1
http,br354.teste.website,/~paragomi/wp-content/plugins/vc_responsive_design//assets/css/bb-vcedo.css,7,0,1,0,1,0,2,0,0.0,1,0,1
http,atualizapass.mobi,/app/index.php,2,0,0,0,0,0,0,0,0.0,1,0,1
http,www.taxpark.com,/qnaboard/NewDir/index.html,3,0,0,0,0,0,2,0,0.0,1,0,1
http,gg.gg,/9sxk6,1,0,0,0,0,0,0,0,0.0,1,0,1
http,gg.gg,/attclie009983,1,0,0,0,0,0,0,0,0.0,1,0,1
http,gg.gg,/9to7a,1,0,0,0,0,0,0,0,0.0,1,0,1
http,gg.gg,/attcliente,1,0,0,0,0,0,0,0,0.0,1,0,1
http,gg.gg,/9rbe7,1,0,0,0,0,0,0,0,0.0,1,0,1
http,gg.gg,/9y3pb,1,0,0,0,0,0,0,0,0.0,1,0,1
http,www.babychristeninggowns.com.au,/js/br/,2,0,0,0,0,0,2,0,0.0,1,0,1
http,nypolisci.org,/%20/,1,0,0,0,0,0,0,0,0.0,1,0,1
http,gg.gg,/9z0t5,1,0,0,0,0,0,0,0,0.0,1,0,1
https,12d8b537-a-62cb3a1a-s-sites.googlegroups.com,/site/documentosxmlx/Imprimir_2via-Boleto.zip,3,0,1,0,0,1,2,0,0.0,0,0,1
http,gg.gg,/a4n93,1,0,0,0,0,0,0,0,0.0,1,0,1
http,gg.gg,/a4nyw,1,0,0,0,0,0,0,0,0.0,1,0,1
http,gg.gg,/a7pwq,1,0,0,0,0,0,0,0,0.0,1,0,1
